system,run_id,enable_metacognition,final_performance,learning_rate,improvement,total_meta_emus,meta_emu_effectiveness,avg_utility,avg_fitness,recommendation_usage
SOMA_Full_Metacognitive,12,True,0.5293082790310619,6.247300307673751e-05,0.09483195110874787,12,0.337456410724483,0.5909431855572931,0.6759278176809561,0.4097560975609756
SOMA_Full_Metacognitive,13,True,0.5691635224091213,7.70362742659953e-05,0.11924865956220854,13,0.29181256468045763,0.5894838083572183,0.6777302656835956,0.39902439024390246
SOMA_Full_Metacognitive,14,True,0.5428951680923552,3.663653150639224e-05,0.06123363901980683,15,0.2631024824065066,0.5722043240683696,0.6566084975274566,0.4526829268292683
SOMA_Full_Metacognitive,15,True,0.5825550490736825,6.795844111735738e-05,0.10771662491456258,17,0.39468241911674634,0.5720087792985502,0.659737359077392,0.37365853658536585
SOMA_Full_Metacognitive,16,True,0.5332477435642781,5.2251863726432294e-05,0.08469956863406491,11,0.5611221266127294,0.5764036855109129,0.6605646792452762,0.4248780487804878
SOMA_Full_Metacognitive,17,True,0.5576248837884247,4.723791949498216e-05,0.07612689759791658,12,0.4870429687419082,0.580622238762625,0.6645959462229506,0.49121951219512194
SOMA_Full_Metacognitive,18,True,0.557911864824288,4.5870696825329066e-05,0.06671551957311983,12,0.47346710190709906,0.567060947037161,0.6517226404983857,0.49658536585365853
SOMA_Full_Metacognitive,19,True,0.5475720344029037,5.2518151460074145e-05,0.07237688158600897,14,0.41150516640967855,0.5798632267523423,0.6672661805303636,0.38878048780487806
SOMA_Full_Metacognitive,20,True,0.5774413096955309,6.706201178972804e-05,0.10411960961310418,15,0.4227189551358598,0.5898246841517019,0.6783391710101679,0.4117073170731707
SOMA_Full_Metacognitive,21,True,0.5598771057135504,7.358973786537751e-05,0.11994237704946442,17,0.39862197864084026,0.5809915249498353,0.6673478921967652,0.37365853658536585
SOMA_Full_Metacognitive,22,True,0.5706694140379556,7.593683691321413e-05,0.11778018906816001,17,0.42690870524973146,0.5700022855865386,0.6578931126857437,0.4097560975609756
SOMA_Full_Metacognitive,23,True,0.5563645096468417,4.8117765318780294e-05,0.06872885058042733,13,0.44098344507676657,0.571738654470583,0.6564864380543203,0.5078048780487805
SOMA_Full_Metacognitive,24,True,0.5556178834254928,5.904805144255785e-05,0.09026302134326636,11,0.3875720161680997,0.5914297096308728,0.6780706274850418,0.42292682926829267
SOMA_Full_Metacognitive,25,True,0.5800443711678576,7.566375616800192e-05,0.11015164328820737,11,0.2638813411844052,0.597304125528134,0.684154668884059,0.4653658536585366
SOMA_Full_Metacognitive,26,True,0.5750470536014557,8.29192662371448e-05,0.12689366559409299,19,0.4437040303991697,0.5848605452190323,0.6729065041722226,0.34585365853658534
SOMA_Full_Metacognitive,27,True,0.5894881113514723,6.378394317086821e-05,0.10016857069805796,15,0.3435762808678663,0.5901332020372535,0.6766312286427613,0.4195121951219512
SOMA_Full_Metacognitive,28,True,0.5767636669109898,4.412843096642394e-05,0.07220323453701116,13,0.41872719833339933,0.5767009690352048,0.6632480862899823,0.4278048780487805
SOMA_Full_Metacognitive,29,True,0.5414342986547794,3.902077310900542e-05,0.06207676167821752,9,0.3934035674226924,0.5722768788864421,0.6567149002412384,0.48634146341463413
SOMA_No_Metacognition,0,False,0.5280106973134457,5.790368189552953e-05,0.08875503109068328,0,0.0,0.547809953168913,0.6337259213750701,0.0
SOMA_No_Metacognition,1,False,0.5292890651674138,6.412533104407829e-05,0.09476387911470152,0,0.0,0.546614560772415,0.6311180849074485,0.0
SOMA_No_Metacognition,2,False,0.5355880908818551,5.249707690049158e-05,0.07936407409746515,0,0.0,0.5512777151715723,0.6356418480616813,0.0
SOMA_No_Metacognition,3,False,0.5479850489237126,5.561368521162853e-05,0.08442712931468788,0,0.0,0.5527789252025455,0.6369225795895538,0.0
SOMA_No_Metacognition,4,False,0.5400978439734124,5.932588218320261e-05,0.08875576780130556,0,0.0,0.5494074683506533,0.6315535811259881,0.0
SOMA_No_Metacognition,5,False,0.5377891892599292,5.9159646117646596e-05,0.09258612286350365,0,0.0,0.5467763569056033,0.63130624010638,0.0
SOMA_No_Metacognition,6,False,0.5352603539135637,5.2695281476215575e-05,0.0762445584986583,0,0.0,0.5478172350704507,0.6357228315598571,0.0
SOMA_No_Metacognition,7,False,0.5312017335999957,5.67933734580022e-05,0.08849727316350608,0,0.0,0.552610659278917,0.6342035686903961,0.0
SOMA_No_Metacognition,8,False,0.541636615364097,6.426633911985597e-05,0.09919557320242567,0,0.0,0.5525201518967411,0.6360845707437243,0.0
SOMA_No_Metacognition,9,False,0.5416509478845838,5.575708486727261e-05,0.08932440358756255,0,0.0,0.548481407792068,0.6350689574093401,0.0
SOMA_No_Metacognition,10,False,0.5185804637349972,5.7289355730106674e-05,0.08969277022123967,0,0.0,0.5499525512377083,0.6342117839424253,0.0
SOMA_No_Metacognition,11,False,0.5379365861301387,5.296432499461778e-05,0.07751045653051347,0,0.0,0.547763583373715,0.6325752799767591,0.0
SOMA_No_Metacognition,12,False,0.5366237013040798,5.4443205845974476e-05,0.08649108102000236,0,0.0,0.5525264411736256,0.6378747516892662,0.0
SOMA_No_Metacognition,13,False,0.5317667255004781,6.292401965357205e-05,0.09731749368783427,0,0.0,0.5457642734260817,0.6335392250886702,0.0
SOMA_No_Metacognition,14,False,0.5333739893449279,5.862098770790863e-05,0.09156557563475676,0,0.0,0.5430079833077158,0.6287528222883547,0.0
SOMA_No_Metacognition,15,False,0.5403268536657104,6.224198304247429e-05,0.09474832922480936,0,0.0,0.5475936176264763,0.6323314281625239,0.0
SOMA_No_Metacognition,16,False,0.5204366840346514,5.639527289152398e-05,0.0867244520604592,0,0.0,0.5508662190641676,0.6358670409033845,0.0
SOMA_No_Metacognition,17,False,0.531510185254865,5.108242898051726e-05,0.0800924218148058,0,0.0,0.5491546335189136,0.6359156685796751,0.0
SOMA_No_Metacognition,18,False,0.5400427747376999,5.978044130869507e-05,0.09024385697973558,0,0.0,0.5458782054804054,0.6316453850605023,0.0
SOMA_No_Metacognition,19,False,0.5334526198400585,5.61480330898356e-05,0.08367199556357119,0,0.0,0.5479097112047404,0.6337092728583216,0.0
SOMA_No_Metacognition,20,False,0.5562188276007551,5.56001790834511e-05,0.08748653558261932,0,0.0,0.5472403990722053,0.6338130685908887,0.0
SOMA_No_Metacognition,21,False,0.5378842819589109,5.9194278759902066e-05,0.09159569985011085,0,0.0,0.5446528518842972,0.6289345712144976,0.0
SOMA_No_Metacognition,22,False,0.5241201187135346,5.740745962986889e-05,0.08699375761309003,0,0.0,0.5478501590888495,0.6334961520518986,0.0
SOMA_No_Metacognition,23,False,0.5515932143510124,5.5535383948224494e-05,0.08167650864694154,0,0.0,0.5510052906517023,0.636303457157738,0.0
SOMA_No_Metacognition,24,False,0.5232203283919786,5.435588350293207e-05,0.08436852772123216,0,0.0,0.5439848607668165,0.6294254646185636,0.0
SOMA_No_Metacognition,25,False,0.5293387267627208,5.727496347882333e-05,0.08557314327058607,0,0.0,0.5484456621101518,0.6334000029076717,0.0
SOMA_No_Metacognition,26,False,0.513633447155373,5.7935403348368106e-05,0.0878613259487031,0,0.0,0.5475279153054131,0.6341641568417443,0.0
SOMA_No_Metacognition,27,False,0.5334475821221484,5.619865966061151e-05,0.08987295898881309,0,0.0,0.5480476852295308,0.6325542058800496,0.0
SOMA_No_Metacognition,28,False,0.5328065818548463,6.0765376872054274e-05,0.09079777772591702,0,0.0,0.5450155277268534,0.6320166554817341,0.0
SOMA_No_Metacognition,29,False,0.5338603997368763,4.748050144166141e-05,0.07162399440249212,0,0.0,0.5481998089594445,0.6348087534251098,0.0
Random_Baseline,0,False,0.3964176129065445,4.518259191615355e-05,0.07086878919985751,0,0.0,0.4510318518042584,0.5317362508136586,0.0
Random_Baseline,1,False,0.4344256367632895,5.6192865521611515e-05,0.08747775563069315,0,0.0,0.452697197442372,0.5338704056949338,0.0
Random_Baseline,2,False,0.41602859061112807,4.0157612555288884e-05,0.06015939082965238,0,0.0,0.4515949086675504,0.5316360171835689,0.0
Random_Baseline,3,False,0.3983561450300341,4.560114280068559e-05,0.06813975747577983,0,0.0,0.4538579341057186,0.5338707435643396,0.0
Random_Baseline,4,False,0.4109096633497043,5.9147426818768454e-05,0.08731187399574925,0,0.0,0.4536891093275803,0.5352934254458721,0.0
Random_Baseline,5,False,0.4388510984567435,5.271084450846523e-05,0.08476264737785993,0,0.0,0.45405029437959676,0.535701247389393,0.0
Random_Baseline,6,False,0.39731032790481136,4.336270492608548e-05,0.06441694069028536,0,0.0,0.4569587076589485,0.5369923198604937,0.0
Random_Baseline,7,False,0.4212453145451851,4.340341227130434e-05,0.06707556710541529,0,0.0,0.44998493001243006,0.5292495569804946,0.0
Random_Baseline,8,False,0.4134689718134398,4.442553527056026e-05,0.07017987082554639,0,0.0,0.45482060181829725,0.5344966338076106,0.0
Random_Baseline,9,False,0.41580633050778515,3.7502414195128175e-05,0.053807228855720646,0,0.0,0.4534665201300076,0.5342702879489875,0.0
Random_Baseline,10,False,0.4043261776199561,4.3905890412881475e-05,0.06450771275305295,0,0.0,0.4508052072290552,0.5293606906763937,0.0
Random_Baseline,11,False,0.42387076365087545,5.5851695730013224e-05,0.08520134735232926,0,0.0,0.4518524630835875,0.5310785989459909,0.0
Random_Baseline,12,False,0.4485260905857691,5.217390037416644e-05,0.08790013590329881,0,0.0,0.45770011728176824,0.5363902444149176,0.0
Random_Baseline,13,False,0.4021166607345384,5.625769743036293e-05,0.0866481568788584,0,0.0,0.45772252121272766,0.5380012435639596,0.0
Random_Baseline,14,False,0.4172811669098563,4.2522508989693706e-05,0.07638915426065918,0,0.0,0.4548773125496412,0.5354541770992378,0.0
Random_Baseline,15,False,0.43081942068800694,3.737591226962217e-05,0.053458890735627485,0,0.0,0.4509832052135924,0.53163507411998,0.0
Random_Baseline,16,False,0.4342231292082772,4.520875721867531e-05,0.0676973206036206,0,0.0,0.44801394975180486,0.5272672993243797,0.0
Random_Baseline,17,False,0.41404271058103687,5.082888767472668e-05,0.07405422875766376,0,0.0,0.4577141168997361,0.5357727719699121,0.0
Random_Baseline,18,False,0.445139969517231,4.849798229184881e-05,0.07514684496721646,0,0.0,0.45445859591950066,0.5350533286157653,0.0
Random_Baseline,19,False,0.42649713375496595,5.232653025739092e-05,0.07615983503307505,0,0.0,0.4565783105918551,0.5367394371429609,0.0
Random_Baseline,20,False,0.42012224057385494,3.977237438010088e-05,0.052229388471308424,0,0.0,0.452019967107512,0.5332981892612919,0.0
Random_Baseline,21,False,0.4195697600447279,5.194563083761003e-05,0.07821871906970879,0,0.0,0.4549614216659342,0.5344169779642195,0.0
Random_Baseline,22,False,0.426137175446659,4.105899186414399e-05,0.05782506010695254,0,0.0,0.457400767155988,0.5390082020245813,0.0
Random_Baseline,23,False,0.4207652621566741,4.1196731825476395e-05,0.06000118994306192,0,0.0,0.45771957328231866,0.5396422702964908,0.0
Random_Baseline,24,False,0.4394514281295362,4.4076226204892e-05,0.06194583305183565,0,0.0,0.4499092800541087,0.5309577211524329,0.0
Random_Baseline,25,False,0.4222441366595129,4.481546302528014e-05,0.0680423857530521,0,0.0,0.4599603418278176,0.5402606869744565,0.0
Random_Baseline,26,False,0.4198488684898246,5.9854803863548365e-05,0.08748294883095614,0,0.0,0.457792093300263,0.5375324639033245,0.0
Random_Baseline,27,False,0.4250796225190206,5.9438819943856114e-05,0.09585782403430598,0,0.0,0.45586827860267,0.5374622372864767,0.0
Random_Baseline,28,False,0.42989350214861466,5.5612296108003875e-05,0.08531520577808849,0,0.0,0.4508306252769729,0.5320294450322439,0.0
Random_Baseline,29,False,0.4095358006153947,5.1352170723058404e-05,0.08290019649294422,0,0.0,0.45511801906707894,0.5375142631155188,0.0
Greedy_Fitness_Baseline,0,False,0.46683163772838143,7.940146794432066e-05,0.11722684164905006,0,0.0,0.5381607650090134,0.6381304928035233,0.0
Greedy_Fitness_Baseline,1,False,0.48630198456137214,9.272641111717545e-05,0.13769805323607853,0,0.0,0.5459068212626316,0.6477594072963685,0.0
Greedy_Fitness_Baseline,2,False,0.46989257071533147,8.211780910850472e-05,0.12429438131134996,0,0.0,0.5272372468145035,0.6234068966456329,0.0
Greedy_Fitness_Baseline,3,False,0.500760841273614,7.756438332047792e-05,0.11903197668957233,0,0.0,0.5414484742240041,0.6439254779639276,0.0
Greedy_Fitness_Baseline,4,False,0.4606646240545924,9.433837256518946e-05,0.14499420005608055,0,0.0,0.5194854595090018,0.6153168410109043,0.0
Greedy_Fitness_Baseline,5,False,0.5200163037732014,7.993400645744777e-05,0.12086496123623691,0,0.0,0.5457961090806965,0.6518397829137497,0.0
Greedy_Fitness_Baseline,6,False,0.5065782374928779,7.51492738197938e-05,0.10991226920299435,0,0.0,0.5455902648613425,0.6481245022333223,0.0
Greedy_Fitness_Baseline,7,False,0.4972702992957594,9.012975007885213e-05,0.14353489376570716,0,0.0,0.5211970269891683,0.6203601296220773,0.0
Greedy_Fitness_Baseline,8,False,0.4641707910203144,0.00010676294071840815,0.1523718093753319,0,0.0,0.5213479726603565,0.617185334251082,0.0
Greedy_Fitness_Baseline,9,False,0.4707844965080602,7.610081622773137e-05,0.11565910507560817,0,0.0,0.5527246724853178,0.6576965401817977,0.0
Greedy_Fitness_Baseline,10,False,0.48911982684852945,8.426986375185264e-05,0.1341629868934754,0,0.0,0.5308894230895873,0.6291979840426708,0.0
Greedy_Fitness_Baseline,11,False,0.4788816944966113,7.484031188221077e-05,0.11744642658164428,0,0.0,0.5527905653481707,0.6575084148295011,0.0
Greedy_Fitness_Baseline,12,False,0.4948155980819213,8.747962428821153e-05,0.1378404760174925,0,0.0,0.5271529968838287,0.6244323343761112,0.0
Greedy_Fitness_Baseline,13,False,0.46852349698580253,8.361140082577337e-05,0.12783830952495612,0,0.0,0.5312613185246261,0.6325872362508501,0.0
Greedy_Fitness_Baseline,14,False,0.4720447777550183,7.063925068597751e-05,0.11213588196677182,0,0.0,0.5433229353882207,0.645527247765454,0.0
Greedy_Fitness_Baseline,15,False,0.49575336711732015,7.879407942574142e-05,0.11618995658675524,0,0.0,0.5398511213684547,0.6432922667615575,0.0
Greedy_Fitness_Baseline,16,False,0.5084083297301942,7.841268927925891e-05,0.11650861481782915,0,0.0,0.5453239638772617,0.6498436856288594,0.0
Greedy_Fitness_Baseline,17,False,0.47708680139469645,6.386367830038157e-05,0.09991629188560269,0,0.0,0.5420966310042321,0.6452472059726451,0.0
Greedy_Fitness_Baseline,18,False,0.4653607421673977,8.761728147919778e-05,0.1294122447403837,0,0.0,0.5268610886964735,0.6238948420541263,0.0
Greedy_Fitness_Baseline,19,False,0.46465458862319076,8.204872866334845e-05,0.12898713682497576,0,0.0,0.527535331565184,0.6251906677394377,0.0
Greedy_Fitness_Baseline,20,False,0.4940747319607779,8.452687720287022e-05,0.13137113382925725,0,0.0,0.5218071758816932,0.6170808328388285,0.0
Greedy_Fitness_Baseline,21,False,0.48119918239505843,7.44455556751676e-05,0.10988952966704424,0,0.0,0.5374843594573628,0.6389621983948908,0.0
Greedy_Fitness_Baseline,22,False,0.5013561830605089,7.46937938678128e-05,0.11875492674411958,0,0.0,0.5404614235459487,0.6410526800637603,0.0
Greedy_Fitness_Baseline,23,False,0.4769787381144844,8.43041160946168e-05,0.12324905375653772,0,0.0,0.5383706921717034,0.6408281469423165,0.0
Greedy_Fitness_Baseline,24,False,0.45426925159200565,6.815854190408884e-05,0.11056909427199657,0,0.0,0.5285005499637395,0.6273479626150018,0.0
Greedy_Fitness_Baseline,25,False,0.4711602810640744,8.84205982937117e-05,0.13323574846192454,0,0.0,0.5311306731597193,0.6304694634650023,0.0
Greedy_Fitness_Baseline,26,False,0.4972115207317981,9.755480039564537e-05,0.14836053073938849,0,0.0,0.5337649908969405,0.6340621554645623,0.0
Greedy_Fitness_Baseline,27,False,0.49547171338854357,7.125393429381998e-05,0.1096634573725378,0,0.0,0.5387379159553163,0.6411942333828536,0.0
Greedy_Fitness_Baseline,28,False,0.4819608139839376,8.013513543319977e-05,0.12054781206702803,0,0.0,0.534019571089753,0.6344979858137875,0.0
Greedy_Fitness_Baseline,29,False,0.4803802212955252,7.886505670477018e-05,0.12294029314219979,0,0.0,0.5429893001655333,0.6458027233044642,0.0
